id,tier,preview,level,category,uk,en,de,pl,es,fr,draw
tape_measure,full,,2,tools,Рулетка,Tape measure,Maßband,Miarka,Cinta métrica,Mètre ruban,a tape measure
needle,full,,2,tools,Голка,Needle,Nadel,Igła,Aguja,Aiguille,a sewing needle with thread
chain,full,,2,tools,Ланцюг,Chain,Kette,Łańcuch,Cadena,Chaîne,a metal chain
hook,full,,2,tools,Гачок,Hook,Haken,Hak,Gancho,Crochet,a metal hook
axe,full,,2,tools,Сокира,Axe,Axt,Siekiera,Hacha,Hache,a wood axe stuck in a log
pliers,full,,2,tools,Плоскогубці,Pliers,Zange,Kombinerki,Alicates,Pince,a pair of pliers
screw,full,,2,tools,Шуруп,Screw,Schraube,Śruba,Tornillo,Vis,a metal screw
lawn_mower,full,,2,tools,Газонокосарка,Lawn mower,Rasenmäher,Kosiarka,Cortacésped,Tondeuse,a lawn mower on grass
house,free,,1,places,Будинок,House,Haus,Dom,Casa,Maison,a house with a red roof
castle,full,yes,1,places,Замок,Castle,Burg,Zamek,Castillo,Château,a castle with towers
tower,full,,2,places,Вежа,Tower,Turm,Wieża,Torre,Tour,a tall stone tower
bridge,full,,1,places,Міст,Bridge,Brücke,Most,Puente,Pont,a bridge over a river
lighthouse,full,,2,places,Маяк,Lighthouse,Leuchtturm,Latarnia morska,Faro,Phare,a red and white lighthouse
windmill,full,,2,places,Вітряк,Windmill,Windmühle,Wiatrak,Molino,Moulin,a windmill with sails
fence,full,,1,places,Паркан,Fence,Zaun,Płot,Valla,Clôture,a wooden fence
igloo,full,,2,places,Іглу,Igloo,Iglu,Igloo,Iglú,Igloo,an igloo made of snow blocks
fountain,full,,2,places,Фонтан,Fountain,Brunnen,Fontanna,Fuente,Fontaine,a park fountain
skyscraper,full,,2,places,Хмарочос,Skyscraper,Wolkenkratzer,Wieżowiec,Rascacielos,Gratte-ciel,a tall skyscraper
birdhouse,full,,2,places,Шпаківня,Birdhouse,Vogelhaus,Budka dla ptaków,Casita para pájaros,Nichoir,a wooden birdhouse on a pole
circus,full,,1,places,Цирк,Circus,Zirkus,Cyrk,Circo,Cirque,a striped circus tent
carousel,full,,1,places,Карусель,Carousel,Karussell,Karuzela,Tiovivo,Manège,a carousel with horses
pyramid,full,,2,places,Піраміда,Pyramid,Pyramide,Piramida,Pirámide,Pyramide,an Egyptian pyramid in the desert
tent_hut,full,,2,places,Хатинка,Hut,Hütte,Chatka,Cabaña,Cabane,a small wooden hut
school,full,,1,places,Школа,School,Schule,Szkoła,Colegio,École,a school building with a bell
hospital,full,,2,places,Лікарня,Hospital,Krankenhaus,Szpital,Hospital,Hôpital,a hospital building with a red cross
shop,full,,2,places,Магазин,Shop,Laden,Sklep,Tienda,Magasin,a small shop with an awning
zoo,full,,2,places,Зоопарк,Zoo,Zoo,Zoo,Zoo,Zoo,a zoo gate with animals behind
farm,full,,2,places,Ферма,Farm,Bauernhof,Farma,Granja,Ferme,a farm with a barn and a field
tunnel,full,,2,places,Тунель,Tunnel,Tunnel,Tunel,Túnel,Tunnel,a tunnel through a mountain with a train entering
garage,full,,2,places,Гараж,Garage,Garage,Garaż,Garaje,Garage,a garage with a car inside
treehouse,full,,2,places,Будиночок на дереві,Treehouse,Baumhaus,Domek na drzewie,Casa del árbol,Cabane dans les arbres,a treehouse
playground,full,,2,places,Дитячий майданчик,Playground,Spielplatz,Plac zabaw,Parque infantil,Aire de jeux,a playground with a slide and swings
theater,full,,2,places,Театр,Theater,Theater,Teatr,Teatro,Théâtre,a theater stage with red curtains
airport,full,,2,places,Аеропорт,Airport,Flughafen,Lotnisko,Aeropuerto,Aéroport,an airport with a plane and a control tower
stadium,full,,2,places,Стадіон,Stadium,Stadion,Stadion,Estadio,Stade,a round sports stadium
swimming_pool,full,,2,places,Басейн,Swimming pool,Schwimmbad,Basen,Piscina,Piscine,a swimming pool with a ladder
city,full,,2,places,Місто,City,Stadt,Miasto,Ciudad,Ville,a city skyline with houses
library,full,,2,places,Бібліотека,Library,Bibliothek,Biblioteka,Biblioteca,Bibliothèque,a library with bookshelves
pharmacy,full,,2,places,Аптека,Pharmacy,Apotheke,Apteka,Farmacia,Pharmacie,a pharmacy with a green cross sign
factory,full,,2,places,Фабрика,Factory,Fabrik,Fabryka,Fábrica,Usine,a factory with chimneys
dragon,full,yes,1,fantasy,Дракон,Dragon,Drache,Smok,Dragón,Dragon,a friendly green dragon
unicorn,full,yes,1,fantasy,Єдиноріг,Unicorn,Einhorn,Jednorożec,Unicornio,Licorne,a white unicorn with a golden horn
robot,full,,1,fantasy,Робот,Robot,Roboter,Robot,Robot,Robot,a friendly robot
mermaid,full,,1,fantasy,Русалка,Mermaid,Meerjungfrau,Syrenka,Sirena,Sirène,a mermaid with a green tail
fairy,full,,1,fantasy,Фея,Fairy,Fee,Wróżka,Hada,Fée,a small fairy with wings and a wand
wizard,full,,2,fantasy,Чарівник,Wizard,Zauberer,Czarodziej,Mago,Magicien,a wizard with a pointy hat and a beard
magic_wand,full,,2,fantasy,Чарівна паличка,Magic wand,Zauberstab,Różdżka,Varita mágica,Baguette magique,a magic wand with a star
crown,full,,1,fantasy,Корона,Crown,Krone,Korona,Corona,Couronne,a golden crown
treasure_chest,full,,2,fantasy,Скриня,Treasure chest,Schatztruhe,Skrzynia,Cofre,Coffre,an open treasure chest with coins
snowman,full,,1,fantasy,Сніговик,Snowman,Schneemann,Bałwan,Muñeco de nieve,Bonhomme de neige,a snowman with a carrot nose
christmas_tree,full,,1,fantasy,Ялинка,Christmas tree,Weihnachtsbaum,Choinka,Árbol de Navidad,Sapin de Noël,a decorated Christmas tree
gift,full,,1,fantasy,Подарунок,Gift,Geschenk,Prezent,Regalo,Cadeau,a wrapped gift box with a bow
alien,full,,2,fantasy,Інопланетянин,Alien,Außerirdischer,Kosmita,Extraterrestre,Extraterrestre,a friendly green alien
mask,full,,2,fantasy,Маска,Mask,Maske,Maska,Máscara,Masque,a carnival mask
fireworks,full,,1,fantasy,Феєрверк,Fireworks,Feuerwerk,Fajerwerki,Fuegos artificiales,Feu d'artifice,colorful fireworks in the night sky
lantern,full,,2,fantasy,Ліхтар,Lantern,Laterne,Lampion,Farol,Lanterne,a paper lantern
flying_carpet,full,,2,fantasy,Килим-літак,Flying carpet,Fliegender Teppich,Latający dywan,Alfombra mágica,Tapis volant,a flying carpet
ufo,full,,2,fantasy,НЛО,UFO,UFO,UFO,Ovni,Ovni,a flying saucer
easter_egg,full,,2,fantasy,Писанка,Easter egg,Osterei,Pisanka,Huevo de Pascua,Œuf de Pâques,a painted decorated egg
confetti,full,,2,fantasy,Конфеті,Confetti,Konfetti,Konfetti,Confeti,Confettis,colorful confetti
party_hat,full,,2,fantasy,Святковий ковпачок,Party hat,Partyhut,Czapeczka urodzinowa,Gorro de fiesta,Chapeau de fête,a striped party hat
treasure_map,full,,2,fantasy,Карта скарбів,Treasure map,Schatzkarte,Mapa skarbów,Mapa del tesoro,Carte au trésor,an old treasure map with an X
ghost,full,,2,fantasy,Привид,Ghost,Gespenst,Duch,Fantasma,Fantôme,a friendly smiling white ghost
throne,full,,2,fantasy,Трон,Throne,Thron,Tron,Trono,Trône,a golden throne with red cushion
coin,full,,1,misc,Монета,Coin,Münze,Moneta,Moneda,Pièce,a gold coin
hourglass,full,,2,misc,Пісочний годинник,Hourglass,Sanduhr,Klepsydra,Reloj de arena,Sablier,an hourglass with sand
